symbol	locusID	known_TFs	predicted_TFs	kinase	chromotin	RNAbinding	coregulator	NA_binding	DNAreplication	Mito	others	Removal	Pfam_domains	go_desciption	ensembl_description																																					
CXXC5	51523	0	0	0	0	0	0	1	0	0	0	0	zf-CXXC	"positive regulation of I-kappaB kinase/NF-kappaB cascade,zinc ion binding,signal transducer activity,DNA binding,"	CXXC finger 5 [Source:RefSeq_peptide;Acc:NP_057547]																																					
C9orf156	51531	0	0	0	1	0	0	0	0	0	0	0	UPF0066	"hydrolase activity,"	Nef-associated protein 1 (EC 3.1.2.-) (Thioesterase NAP1). [Source:Uniprot/SWISSPROT;Acc:Q9BU70]																																					
PHF7	51533	0	0	0	1	0	0	0	0	0	0	0	NA	"metal ion binding,zinc ion binding,nucleus,protein binding,"	PHD finger protein 7 (Testis development protein NYD-SP6). [Source:Uniprot/SWISSPROT;Acc:Q9BWX1]																																					
MTP18	51537	0	0	0	0	0	0	0	0	1	0	0	NA	"apoptosis,mitochondrion,carbon utilization,zinc ion binding,carbonate dehydratase activity,"	Mitochondrial 18 kDa protein (MTP18). [Source:Uniprot/SWISSPROT;Acc:Q9UDX5]																																					
ZCCHC17	51538	0	0	0	1	1	0	0	0	0	0	0	S1	"metal ion binding,ribonucleoprotein complex,zinc ion binding,nucleosome assembly,cytosolic large ribosomal subunit (sensu Eukaryota),nucleolus,nucleus,RNA binding,DNA binding,nucleic acid binding,nucleosome,"	Nucleolar protein of 40 kDa (pNO40) (Zinc finger CCHC domain- containing protein 17) (Putative S1 RNA-binding domain protein) (PS1D protein) (Pnn-interacting nucleolar protein). [Source:Uniprot/SWISSPROT;Acc:Q9NP64]																																					
ZNF581	51545	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2	"metal ion binding,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein 581. [Source:Uniprot/SWISSPROT;Acc:Q9P0T4]																																					
SIRT7	51547	0	0	0	1	0	0	0	0	0	0	0	SIR2	"metal ion binding,hydrolase activity,zinc ion binding,regulation of transcription, DNA-dependent,chromatin silencing,cytoplasm,chromatin silencing complex,DNA binding,"	NAD-dependent deacetylase sirtuin-7 (EC 3.5.1.-) (SIR2-like protein 7). [Source:Uniprot/SWISSPROT;Acc:Q9NRC8]																																					
SIRT6	51548	0	0	0	1	0	0	0	0	0	0	0	SIR2	"metal ion binding,transferase activity, transferring glycosyl groups,zinc ion binding,protein amino acid ADP-ribosylation,regulation of transcription, DNA-dependent,chromatin silencing,chromatin silencing complex,nucleus,NAD(P)+-protein-arginine ADP-ribosyltransferase activity,DNA binding,"	Mono-ADP-ribosyltransferase sirtuin-6 (EC 2.4.2.31) (SIR2-like protein 6). [Source:Uniprot/SWISSPROT;Acc:Q8N6T7]																																					
RAB14	51552	0	0	0	0	0	0	0	0	1	0	0	Ras;Miro	"perinuclear region of cytoplasm,perinuclear region of cytoplasm,intracellular transport,nuclear envelope-endoplasmic reticulum network,nuclear envelope-endoplasmic reticulum network,trans-Golgi network transport vesicle,trans-Golgi network transport vesicle,vesicle-mediated transport,protein transport,neurotransmitter secretion,small GTPase mediated signal transduction,signal transduction,nucleocytoplasmic transport,Golgi to endosome transport,intracellular protein transport,plasma membrane,plasma membrane,cytosol,cytosol,Golgi stack,Golgi stack,rough endoplasmic reticulum,rough endoplasmic reticulum,late endosome,late endosome,early endosome,early endosome,lysosome,lysosome,membrane fraction,membrane fraction,intracellular,GTP binding,ATP binding,protein binding,GTPase activity,nucleotide binding,"	Ras-related protein Rab-14. [Source:Uniprot/SWISSPROT;Acc:P61106]																																					
HDAC7A	51564	0	0	0	1	0	0	0	0	0	0	0	Hist_deacetyl	",negative regulation of striated muscle development,B cell differentiation,hydrolase activity,chromatin modification,specific transcriptional repressor activity,transcription factor binding,nervous system development,inflammatory response,regulation of transcription, DNA-dependent,transcription,cytoplasm,nucleus,histone deacetylase activity,histone deacetylase complex,regulation of progression through cell cycle,"	Histone deacetylase 7a (HD7a). [Source:Uniprot/SWISSPROT;Acc:Q8WUI4]																																					
TTRAP	51567	1	0	0	0	0	1	0	0	0	0	0	Exo_endo_phos	"cell surface receptor linked signal transduction,nucleus,transcription corepressor activity,"	TRAF and TNF receptor-associated protein (ETS1-associated protein 2) (ETS1-associated protein II) (EAPII). [Source:Uniprot/SWISSPROT;Acc:O95551]																																					
LARP7	51574	0	0	0	0	1	0	0	0	0	0	0	RRM_3;RRM_1;La	"ribonucleoprotein complex,RNA processing,nucleus,RNA binding,nucleic acid binding,nucleotide binding,"	La-related protein 7 (La ribonucleoprotein domain family member 7). [Source:Uniprot/SWISSPROT;Acc:Q4G0J3]																																					
PCQAP	51586	0	0	0	0	0	1	0	0	0	0	0	NA	"nutrient reservoir activity,regulation of transcription, DNA-dependent,transcription,cytoplasm,nucleus,structural constituent of cell wall,"	Positive cofactor 2 glutamine/Q-rich-associated protein (PC2 glutamine/Q-rich-associated protein) (TPA-inducible gene 1 protein) (TIG-1) (Activator-recruited cofactor 105 kDa component) (ARC105) (CTG repeat protein 7a) (Trinucleotide repeat-containing gen [Source:Uniprot/SWISSPROT;Acc:Q96RN5]																																					
PIAS4	51588	0	0	0	0	0	1	0	0	0	0	0	zf-MIZ;SAP	"metal ion binding,SUMO ligase activity,protein sumoylation,negative regulation of transcription,nuclear matrix,zinc ion binding,ubiquitin cycle,regulation of transcription, DNA-dependent,transcription,nucleus,nucleus,protein binding,protein binding,transcription corepressor activity,DNA binding,nucleic acid binding,negative regulation of transcription from RNA polymerase II promoter,"	E3 SUMO-protein ligase PIAS4 (Protein inhibitor of activated STAT protein 4) (Protein inhibitor of activated STAT protein gamma) (PIAS- gamma) (PIASy). [Source:Uniprot/SWISSPROT;Acc:Q8N2W9]																																					
LSR	51599	0	1	0	0	0	0	0	0	0	0	0	LSR	",chylomicron,oxidoreductase activity,integral to membrane,embryonic development,metabolic process,plasma membrane,lipid transporter activity,receptor activity,liver development,"	Lipolysis-stimulated lipoprotein receptor. [Source:Uniprot/SWISSPROT;Acc:Q86X29]																																					
LIPT1	51601	0	0	0	0	0	0	0	0	1	0	0	BPL_LipA_LipB	"ligase activity,lipid metabolic process,protein modification process,mitochondrion,catalytic activity,"	"Lipoyltransferase 1, mitochondrial precursor (EC 6.-.-.-) (Lipoate- protein ligase) (Lipoate biosynthesis protein) (Lipoyl ligase). [Source:Uniprot/SWISSPROT;Acc:Q9Y234]"																																					
NOP5/NOP58	51602	0	0	0	0	0	0	0	0	0	1	0	NOSIC;NOP5NT;Nop	"cell growth,snRNP protein import into nucleus,snRNP protein import into nucleus,rRNA processing,small nucleolar ribonucleoprotein complex,nucleolus,nucleus,"	Nucleolar protein 5 (Nucleolar protein NOP5) (NOP58). [Source:Uniprot/SWISSPROT;Acc:Q9Y2X3]																																					
TAF9B	51616	0	0	0	0	0	1	0	0	0	0	0	TFIID-31kDa	"regulation of transcription, DNA-dependent,transcription initiation,transcription,transcription factor TFIID complex,nucleus,"	Transcription initiation factor TFIID subunit 9B (Transcription initiation factor TFIID subunit 9-like protein) (Transcription- associated factor TAFII31L) (Neuronal cell death-related protein 7) (DN-7). [Source:Uniprot/SWISSPROT;Acc:Q9HBM6]																																					
SLC25A39	51629	0	0	0	0	0	0	0	0	1	0	0	Mito_carr	"integral to membrane,membrane,transport,mitochondrial inner membrane,binding,transporter activity,"	Solute carrier family 25 member 39. [Source:Uniprot/SWISSPROT;Acc:Q9BZJ4]																																					
LUC7L2	51631	0	0	0	0	1	0	0	0	0	0	0	LUC7	"metal ion binding,zinc ion binding,protein binding,"	Putative RNA-binding protein Luc7-like 2. [Source:Uniprot/SWISSPROT;Acc:Q9Y383]																																					
RBMX2	51634	0	0	0	0	1	0	0	0	0	0	0	RRM_1	"RNA binding,nucleic acid binding,nucleotide binding,"	"RNA-binding motif protein, X-linked 2. [Source:Uniprot/SWISSPROT;Acc:Q9Y388]"																																					
C14orf166	51637	0	0	0	0	0	0	0	0	0	1	0	NA	"identical protein binding,cytoplasm,nucleus,"	homeobox prox 1 [Source:RefSeq_peptide;Acc:NP_057123]																																					
SF3B14	51639	0	0	0	0	1	0	0	0	0	0	0	RRM_1	"RNA splicing,mRNA processing,nucleus,protein binding,RNA binding,nucleic acid binding,nucleotide binding,"	Pre-mRNA branch site protein p14 (SF3B 14 kDa subunit). [Source:Uniprot/SWISSPROT;Acc:Q9Y3B4]																																					
MRPL48	51642	0	0	0	0	0	0	0	0	1	0	0	NA	"translation,ribosome,mitochondrion,intracellular,structural constituent of ribosome,"	"39S ribosomal protein L48, mitochondrial precursor (L48mt) (MRP-L48). [Source:Uniprot/SWISSPROT;Acc:Q96GC5]"																																					
MRPS23	51649	0	0	0	0	0	0	0	0	1	0	0	NA	"ribonucleoprotein complex,mitochondrion,"	Mitochondrial ribosomal protein S23 (S23mt) (MRP-S23). [Source:Uniprot/SWISSPROT;Acc:Q9Y3D9]																																					
MRPS33	51650	0	0	0	0	0	0	0	0	1	0	0	NA	"ribonucleoprotein complex,translation,mitochondrial small ribosomal subunit,mitochondrion,structural constituent of ribosome,"	Mitochondrial 28S ribosomal protein S33 (S33mt) (MRP-S33). [Source:Uniprot/SWISSPROT;Acc:Q9Y291]																																					
PTRH2	51651	0	0	0	0	0	0	0	0	1	0	1	PTH2	"hydrolase activity,apoptosis,mitochondrion,aminoacyl-tRNA hydrolase activity,"	"Peptidyl-tRNA hydrolase 2, mitochondrial precursor (EC 3.1.1.29) (PTH 2) (Bcl-2 inhibitor of transcription 1). [Source:Uniprot/SWISSPROT;Acc:Q9Y3E5]"																																					
VPS24	51652	0	0	0	0	0	0	0	0	0	1	0	Snf7	"membrane,protein transport,cytoplasm,"	Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Vacuolar protein sorting-associated protein 24) (hVps24) (Neuroendocrine differentiation factor). [Source:Uniprot/SWISSPROT;Acc:Q9Y3E7]																																					
CDK5RAP1	51654	0	0	0	0	0	0	0	0	1	0	0	UPF0004;TRAM;Radical_SAM	"iron-sulfur cluster binding,catalytic activity,"	CDK5 regulatory subunit-associated protein 1 (CDK5 activator-binding protein C42). [Source:Uniprot/SWISSPROT;Acc:Q96SZ6]																																					
GINS2	51659	0	0	0	0	0	0	0	1	0	0	0	Psf2	"DNA replication,nucleus,protein binding,"	DNA replication complex GINS protein PSF2. [Source:Uniprot/SWISSPROT;Acc:Q9Y248]																																					
SUFU	51684	0	0	0	0	0	1	0	0	0	0	0	SUFU	"negative regulation of progression through cell cycle,identical protein binding,multicellular organismal development,signal transduction,cell cycle,proteolysis,regulation of transcription, DNA-dependent,cytoplasm,nucleus,signal transducer activity,transcription corepressor activity,skeletal development,"	Suppressor of fused homolog (SUFUH). [Source:Uniprot/SWISSPROT;Acc:Q9UMX1]																																					
LSM7	51690	0	0	0	0	1	0	0	0	0	0	0	NA	NA	#N/A																																					
LSM8	51691	0	0	0	0	1	0	0	0	0	0	0	LSM	"ribonucleoprotein complex,U6 snRNA binding,mRNA metabolic process,RNA splicing,nucleus,protein binding,RNA binding,nuclear mRNA splicing, via spliceosome,"	U6 snRNA-associated Sm-like protein LSm8. [Source:Uniprot/SWISSPROT;Acc:O95777]																																					
CPSF3	51692	0	0	0	0	1	0	0	0	0	0	0	RMMBL;Lactamase_B	"hydrolase activity,mRNA cleavage,mRNA polyadenylation,nucleoplasm,nucleus,RNA binding,"	Cleavage and polyadenylation specificity factor subunit 3 (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit). [Source:Uniprot/SWISSPROT;Acc:Q9UKF6]																																					
NLK	51701	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"response to freezing,ice binding,protein amino acid autophosphorylation,homoiothermy,negative regulation of Wnt receptor signaling pathway,negative regulation of Wnt receptor signaling pathway,transferase activity,protein kinase cascade,protein kinase cascade,protein amino acid phosphorylation,regulation of transcription, DNA-dependent,cytoplasm,nucleus,nucleus,ATP binding,ATP binding,protein binding,protein binding,protein-tyrosine kinase activity,MAP kinase activity,MAP kinase activity,protein serine/threonine kinase activity,protein kinase activity,magnesium ion binding,magnesium ion binding,nucleotide binding,"	Serine/threonine kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1). [Source:Uniprot/SWISSPROT;Acc:Q9UBE8]																																					
ACSL5	51703	0	0	0	0	0	0	0	0	1	0	0	AMP-binding	"ligase activity,integral to membrane,membrane,metabolic process,fatty acid metabolic process,lipid metabolic process,microsome,endoplasmic reticulum,peroxisome,mitochondrial inner membrane,mitochondrion,long-chain-fatty-acid-CoA ligase activity,catalytic activity,magnesium ion binding,"	Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5). [Source:Uniprot/SWISSPROT;Acc:Q9ULC5]																																					
CYB5R1	51706	0	0	0	0	0	0	0	0	1	0	0	NAD_binding_1;FAD_binding_6	"NAD binding,FAD binding,oxidoreductase activity,sterol biosynthetic process,integral to membrane,membrane,electron transport,cytochrome-b5 reductase activity,"	NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (b5R.1) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2) (Humb5R2). [Source:Uniprot/SWISSPROT;Acc:Q9UHQ9]																																					
ZNF44	51710	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,protein binding,DNA binding,nucleic acid binding,"	Zinc finger protein 44 (Zinc finger protein KOX7) (Gonadotropin- inducible transcription repressor 2) (GIOT-2) (Zinc finger protein 58). [Source:Uniprot/SWISSPROT;Acc:P15621]																																					
POLR3K	51728	1	0	0	0	1	0	0	0	0	0	0	TFIIS_C;RNA_POL_M_15KD	"metal ion binding,regulation of transcription,transcription regulator activity,zinc ion binding,transcription from RNA polymerase III promoter,transcription,DNA-directed RNA polymerase III complex,nucleus,DNA-directed RNA polymerase activity,DNA binding,nucleic acid binding,"	DNA-directed RNA polymerase III subunit RPC10 (RNA polymerase III subunit C10) (DNA-directed RNA polymerase III subunit K) (RNA polymerase III subunit C11) (RPC11) (HsC11p) (hRPC11) (DNA-directed RNA polymerases III 12.5 kDa polypeptide). [Source:Uniprot/SWISSPROT;Acc:Q9Y2Y1]																																					
WBP11	51729	1	0	0	0	0	0	0	0	0	0	0	NA	"integral to membrane,actin cytoskeleton,flagellar hook,flagellum biogenesis,RNA splicing,G-protein coupled receptor protein signaling pathway,cell adhesion,protein folding,mRNA processing,rRNA processing,cytoplasm,nucleus,protein binding,structural molecule activity,histamine receptor activity,motor activity,single-stranded DNA binding,rhodopsin-like receptor activity,"	WW domain-binding protein 11 (WBP-11) (SH3 domain-binding protein SNP70) (Npw38-binding protein) (NpwBP). [Source:Uniprot/SWISSPROT;Acc:Q9Y2W2]																																					
CROP	51747	0	0	0	0	1	0	0	0	0	0	0	LUC7	"RNA splicing,response to stress,apoptosis,nucleus,protein binding,DNA binding,"	Cisplatin resistance-associated overexpressed protein (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18). [Source:Uniprot/SWISSPROT;Acc:O95232]																																					
MST4	51765	0	0	1	0	0	0	0	0	0	0	0	Pkinase_Tyr;Pkinase	"protein amino acid phosphorylation,ATP binding,regulation of apoptosis,identical protein binding,transferase activity,protein amino acid phosphorylation,Golgi apparatus,cytoplasm,ATP binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,magnesium ion binding,nucleotide binding,"	Serine/threonine-protein kinase MST4 (EC 2.7.11.1) (STE20-like kinase MST4) (MST-4) (Mammalian STE20-like protein kinase 4) (Serine/threonine-protein kinase MASK) (Mst3 and SOK1-related kinase). [Source:Uniprot/SWISSPROT;Acc:Q9P289]																																					
JMJD1B	51780	1	0	0	1	0	0	0	0	0	0	0	JmjC	"metal ion binding,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,chromatin modification,oxidoreductase activity,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,iron ion binding,"	JmjC domain-containing histone demethylation protein 2B (EC 1.14.11.-) (Jumonji domain-containing protein 1B) (Nuclear protein 5qNCA). [Source:Uniprot/SWISSPROT;Acc:Q7LBC6]																																					
COQ3	51805	0	0	0	0	0	0	0	0	1	0	0	Methyltransf_12;Methyltransf_11	"transferase activity,2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity,O-methyltransferase activity,methyltransferase activity,metabolic process,ubiquinone biosynthetic process,glycerol metabolic process,mitochondrion,hexaprenyldihydroxybenzoate methyltransferase activity,"	"Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial precursor (EC 2.1.1.114) (Dihydroxyhexaprenylbenzoate methyltransferase) (3,4- dihydroxy-5-hexaprenylbenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase). [Source:Uniprot/SWISSPROT;Acc:Q9NZJ6]"																																					
CALML5	51806	0	0	0	0	0	0	0	0	0	1	0	efhand	"flagellin-based flagellum,epidermis development,signal transduction,protein binding,calcium ion binding,ciliary or flagellar motility,"	Calmodulin-like protein 5 (Calmodulin-like skin protein). [Source:Uniprot/SWISSPROT;Acc:Q9NZT1]																																					
RNUXA	51808	0	0	0	0	1	0	0	0	0	0	1	NA	"protein transport,snRNA export from nucleus,cytoplasm,nucleus,protein binding,RNA binding,"	RNA U small nuclear RNA export adapter protein (Phosphorylated adapter RNA export protein). [Source:Uniprot/SWISSPROT;Acc:Q9H814]																																					
BCL11A	53335	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2	"metal ion binding,hemopoiesis,regulation of transcription, DNA-dependent,transcription,cytoplasm,nucleus,zinc ion binding,intracellular,calcium ion binding,nucleic acid binding,"	B-cell lymphoma/leukemia 11A (B-cell CLL/lymphoma 11A) (COUP-TF- interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9). [Source:Uniprot/SWISSPROT;Acc:Q9H165]																																					
BTBD1	53339	0	0	0	0	0	1	0	0	0	0	0	PHR;BTB;BACK	"protein binding,protein complex,biological_process,cytoplasm,cellular_component,protein binding,"	BTB/POZ domain-containing protein 1 (Hepatitis C virus NS5A- transactivated protein 8) (HCV NS5A-transactivated protein 8). [Source:Uniprot/SWISSPROT;Acc:Q9H0C5]																																					
ZFYVE1	53349	0	0	0	0	0	0	0	0	0	1	0	FYVE	"zinc ion binding,perinuclear region of cytoplasm,metal ion binding,phosphatidylinositol-3,4-bisphosphate binding,vesicle-mediated transport,zinc ion binding,Golgi stack,Golgi apparatus,endoplasmic reticulum,intracellular,phosphatidylinositol-3,4,5-triphosphate binding,phosphatidylinositol binding,"	Zinc finger FYVE domain-containing protein 1 (Double FYVE-containing protein 1) (Tandem FYVE fingers-1) (SR3). [Source:Uniprot/SWISSPROT;Acc:Q9HBF4]																																					
PANK1	53354	0	0	0	0	0	0	0	0	0	1	0	Fumble	"transferase activity,coenzyme A biosynthetic process,cytoplasm,ATP binding,pantothenate kinase activity,nucleotide binding,"	Pantothenate kinase 1 (EC 2.7.1.33) (Pantothenic acid kinase 1) (hPanK1) (hPanK). [Source:Uniprot/SWISSPROT;Acc:Q8TE04]																																					
SHC3	53358	0	0	0	0	0	0	0	0	0	1	0	SH2;PID	"central nervous system development,intracellular signaling cascade,epidermal growth factor receptor signaling pathway,cellular_component,signal transducer activity,"	SHC-transforming protein 3 (SH2 domain protein C3) (Src homology 2 domain-containing-transforming protein C3) (Neuronal Shc) (N-Shc) (Protein Rai). [Source:Uniprot/SWISSPROT;Acc:Q92529]																																					
MBD3	53615	0	1	0	1	0	0	0	0	0	0	0	MBD	"NuRD complex,histone acetylation,regulation of transcription, DNA-dependent,transcription,methylation-dependent chromatin silencing,nucleus,protein binding,chromatin binding,DNA binding,heterochromatin,negative regulation of transcription from RNA polymerase II promoter,"	Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3). [Source:Uniprot/SWISSPROT;Acc:O95983]																																					
PRKAG3	53632	0	0	0	0	0	0	0	0	0	1	0	CBS	"glucose transport,protein kinase cascade,fatty acid biosynthetic process,generation of precursor metabolites and energy,glycogen biosynthetic process,AMP-activated protein kinase activity,"	5'-AMP-activated protein kinase subunit gamma-3 (AMPK gamma-3 chain) (AMPK gamma3). [Source:Uniprot/SWISSPROT;Acc:Q9UGI9]																																					
TRIM34	53840	0	1	0	0	0	0	0	0	0	0	0	zf-C3HC4;zf-B_box;SPRY	"pathogenesis,extracellular region,catalytic activity,metal ion binding,zinc ion binding,biological_process,intracellular,cellular_component,protein binding,molecular_function,"	Tripartite motif-containing protein 34 (Interferon-responsive finger protein 1) (RING finger protein 21). [Source:Uniprot/SWISSPROT;Acc:Q9BYJ4]																																					
MYO3A	53904	0	0	1	0	0	0	0	0	0	0	0	Pkinase_Tyr;Pkinase;Myosin_head;IQ	"plus-end directed microfilament motor activity,response to stimulus,protein amino acid autophosphorylation,ADP binding,filamentous actin,actin-dependent ATPase activity,filopodium,transferase activity,myosin complex,sensory perception of sound,visual perception,protein amino acid phosphorylation,cytoskeleton,cytoplasm,ATP binding,calmodulin binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,actin binding,motor activity,nucleotide binding,"	Myosin IIIA (EC 2.7.11.1). [Source:Uniprot/SWISSPROT;Acc:Q8NEV4]																																					
CSNK1G1	53944	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"transferase activity,Wnt receptor signaling pathway,protein amino acid phosphorylation,cytoplasm,ATP binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Casein kinase I isoform gamma-1 (EC 2.7.11.1) (CKI-gamma 1). [Source:Uniprot/SWISSPROT;Acc:Q9HCP0]																																					
CPSF2	53981	0	0	0	0	1	0	0	0	0	0	0	RMMBL;Lactamase_B	"hydrolase activity,mRNA processing,nucleus,protein binding,RNA binding,"	Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (CPSF 100 kDa subunit). [Source:Uniprot/SWISSPROT;Acc:Q9P2I0]																																					
RBM11	54033	0	0	0	0	1	0	0	0	0	0	0	RRM_1	"RNA binding,nucleic acid binding,nucleotide binding,"	Putative RNA-binding protein 11 (RNA-binding motif protein 11). [Source:Uniprot/SWISSPROT;Acc:P57052]																																					
PCBP3	54039	0	0	0	0	1	0	0	0	0	0	1	KH_2;KH_1	"ribonucleoprotein complex,mRNA metabolic process,cytoplasm,nucleus,RNA binding,DNA binding,"	Poly(rC)-binding protein 3 (Alpha-CP3). [Source:Uniprot/SWISSPROT;Acc:P57721]																																					
SETD4	54093	0	0	0	0	0	0	0	0	0	1	0	SET;Rubis-subs-bind	"nucleus,"	SET domain-containing protein 4. [Source:Uniprot/SWISSPROT;Acc:Q9NVD3]																																					
TLR9	54106	0	0	0	0	1	0	0	0	0	0	0	TIR;LRR_1	"positive regulation of interferon-beta biosynthetic process,positive regulation of interferon-alpha biosynthetic process,positive regulation of interferon-gamma biosynthetic process,defense response to bacterium,siRNA binding,integral to membrane,membrane,response to virus,immune response,inflammatory response,plasma membrane,extracellular region,protein binding,transmembrane receptor activity,"	Twinfilin-2 (Twinfilin-1-like protein) (A6-related protein) (hA6RP) (Protein tyrosine kinase 9-like). [Source:Uniprot/SWISSPROT;Acc:Q6IBS0]																																					
POLE3	54107	0	1	0	0	0	0	0	1	0	0	0	CBFD_NFYB_HMF	"protein binding,sequence-specific DNA binding,transferase activity,DNA replication,nucleus,intracellular,protein binding,epsilon DNA polymerase activity,DNA binding,"	DNA polymerase epsilon subunit 3 (EC 2.7.7.7) (DNA polymerase II subunit 3) (DNA polymerase epsilon subunit p17) (Chromatin accessibility complex 17) (HuCHRAC17) (CHRAC-17) (Arsenic- transactivated protein) (AsTP). [Source:Uniprot/SWISSPROT;Acc:Q9NRF9]																																					
CHRAC1	54108	0	1	0	1	0	0	0	0	0	0	0	CBFD_NFYB_HMF	"sequence-specific DNA binding,transferase activity,chromatin accessibility complex,epsilon DNA polymerase complex,chromatin remodeling,nucleus,intracellular,protein binding,epsilon DNA polymerase activity,"	Chromatin accessibility complex protein 1 (CHRAC-1) (CHRAC-15) (HuCHRAC15) (DNA polymerase epsilon subunit p15). [Source:Uniprot/SWISSPROT;Acc:Q9NRG0]																																					
CYCS	54205	0	0	0	0	0	0	0	0	1	0	0	Cytochrom_C	"metal ion binding,cellular respiration,electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity,heme binding,electron carrier activity,caspase activation via cytochrome c,apoptosis,transport,DNA fragmentation during apoptosis,electron transport,cytosol,mitochondrial intermembrane space,mitochondrial respiratory chain,mitochondrion,nucleus,protein binding,iron ion binding,protein phosphatase type 2A complex,protein phosphatase type 2A activity,"	Cytochrome c. [Source:Uniprot/SWISSPROT;Acc:P99999]																																					
GDAP1	54332	0	0	0	0	0	0	0	0	1	0	0	GST_N;GST_C	"cytoplasm,"	Ganglioside-induced differentiation-associated protein 1 (GDAP1). [Source:Uniprot/SWISSPROT;Acc:Q8TB36]																																					
TERF2IP	54386	0	0	0	1	0	0	0	0	0	0	0	Myb_DNA-bind_2	"regulation of transcription,single-stranded telomeric DNA binding,telomere maintenance via telomerase,nucleus,protein binding,DNA binding,chromosome, telomeric region,nuclear chromosome,"	Telomeric repeat-binding factor 2-interacting protein 1 (TRF2- interacting telomeric protein Rap1) (hRap1). [Source:Uniprot/SWISSPROT;Acc:Q9NYB0]																																					
SLC38A2	54407	0	0	0	0	0	0	0	0	1	0	0	Aa_trans	"membrane,amino acid transmembrane transporter activity,amino acid transport,plasma membrane,"	"solute carrier family 38, member 2 [Source:RefSeq_peptide;Acc:NP_061849]"																																					
NOLA1	54433	0	0	0	0	1	0	0	0	0	0	0	Gar1	"rRNA binding,rRNA processing,small nucleolar ribonucleoprotein complex,nucleus,membrane fraction,cation channel activity,"	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1). [Source:Uniprot/SWISSPROT;Acc:Q9NY12]																																					
RBM27	54439	0	0	0	0	1	0	0	0	0	0	0	NA	NA	#N/A																																					
TAF7L	54457	1	0	0	0	0	0	0	0	0	0	0	TAFII55_N	"regulation of transcription,general RNA polymerase II transcription factor activity,transcription factor TFIID complex,"	"TATA box binding protein-associated factor, RNA polymerase II, Q [Source:RefSeq_peptide;Acc:NP_079161]"																																					
MRPS21	54460	0	0	0	0	0	0	0	0	1	0	0	NA	"translation,ribosome,mitochondrial small ribosomal subunit,mitochondrion,intracellular,structural constituent of ribosome,"	Mitochondrial 28S ribosomal protein S21 (S21mt) (MRP-S21). [Source:Uniprot/SWISSPROT;Acc:P82921]																																					
XRN1	54464	0	0	0	0	1	0	0	0	0	0	0	XRN_N	"negative regulation of progression through cell cycle,hydrolase activity,cell cycle,cytoplasm,intracellular,exonuclease activity,double-stranded RNA binding,RNA binding,DNA binding,nucleic acid binding,"	5'-3' exoribonuclease 1 (EC 3.1.11.-) (Strand-exchange protein 1 homolog). [Source:Uniprot/SWISSPROT;Acc:Q8IZH2]																																					
ZFAND6	54469	0	0	0	0	0	0	1	0	0	0	0	zf-AN1;zf-A20	"metal ion binding,zinc ion binding,biological_process,signal transduction,cellular_component,protein binding,DNA binding,molecular_function,"	AN1-type zinc finger protein 6 (Zinc finger A20 domain-containing protein 3) (Associated with PRK1 protein). [Source:Uniprot/SWISSPROT;Acc:Q6FIF0]																																					
SMCR7L	54471	0	0	0	0	0	0	0	0	0	1	0	NA	","	SMCR7L protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q9BUI3]																																					
